id;nombre_cientifico;categoria;grupo;clasificacion_FAO;cultivo;origen_et;origen;vulnerabilidad_et;vulnerabilidad;imp_economica_org;seg_alimentaria_org;incertidumbre;incertidumbre_et;imp_economica;pool_imp_economica;seg_alimentaria;pool_imp_sa;int_banco;int_banco_et
368;Solanum unilobum;BGV List;NA;Fruits and nuts;Tomate de árbol;Local;70;NotEvaluated;0;8;8;90;Alta;57.12;GP;57.5;GP;69.12;Medio
369;Solanum vestissimum;BGV List;NA;Fruits and nuts;Lulo;Local;70;NotEvaluated;0;8;8;90;Alta;50;GP;50;GP;55;Medio
370;Stylosanthes guianensis;BGV List;NA;Other crops;Pastos y Forrajes;Close;45;MinorConcern;35;8;8;90;Alta;8;No;8;No;15;Bajo
371;Vigna unguiculata;BGV List;NA;Leguminous crops;Caupi;Distant;20;MinorConcern;35;8;8;90;Alta;8;No;8;No;15;Bajo
373;Chrysobalanus icaco;Ministerio de cultura;Hortalizas;Vegetables and melons;NA;Close;45;MinorConcern;35;8;30;90;Alta;8;No;30;No;15;Bajo
374;Oxalis tuberosa;Ministerio de cultura;Tuberculos;Root/tuber crops with high starch or inulin conten;NA;Local;70;NotEvaluated;0;8;30;90;Alta;8;No;30;No;55;Medio
375;Poraqueiba sericea;Ministerio de cultura;Hortalizas;Vegetables and melons;NA;Local;70;MinorConcern;35;8;30;90;Alta;8;No;30;No;15;Bajo
376;Tropaeolum tuberosum;Ministerio de cultura;Fibras;Other crops;NA;Local;70;NotEvaluated;0;8;30;90;Alta;8;No;30;No;55;Medio
377;Vasconcellea pubescens;Ministerio de cultura;Frutales;Fruits and nuts;NA;Local;70;NotEvaluated;0;8;30;90;Alta;8;No;30;No;55;Medio
378;Lens culinaris;PNSAN;Plantas aromaticas condimentarias y medicinales;Vegetables and melons;NA;Distant;20;NotEvaluated;0;8;8;90;Alta;8;No;8;No;15;Bajo
379;Daucus carota;PNSAN;Hortalizas;Vegetables and melons;NA;Distant;20;MinorConcern;35;8;8;90;Alta;8;No;8;No;15;Bajo
390;Citrus macrophylla;BGV List;Frutales;Fruits and nuts;Cítricos;Distant;20;NotEvaluated;0;8;8;90;Alta;36.38;PCG;33.92;PCG;27.63;Bajo
